parcelid,bathrooms,bedrooms,sqft,county,fireplacecnt,garagecarcnt,lotsize,poolcnt,lat,long,logerror,tract,tax_value,Los Angeles,Orange,Ventura,age,4plusBath,3to5garage,4plusBR,fpover2
14466004,2.0,3.0,1812.0,Orange,1.0,2.0,9100.0,1.0,33.566684,-117.657879,0.0307444942007,320,636549.0,0,1,0,50.0,0,0,0,0
12071856,3.0,4.0,2267.0,Los Angeles,0.0,0.0,10599.0,1.0,34.171029,-118.240847,-0.171948879739,3007,147619.0,1,0,0,57.0,0,0,1,0
11729094,1.0,4.0,1400.0,Los Angeles,0.0,0.0,5294.0,0.0,34.027106,-118.317464,0.202800568399,2190,25629.0,1,0,0,114.0,0,0,1,0
17210539,2.0,4.0,2030.0,Ventura,1.0,2.0,8323.0,1.0,34.218253,-118.881222,-0.0243875905768,63,572958.0,0,0,1,44.0,0,0,1,0
10918559,2.0,2.0,1639.0,Los Angeles,0.0,0.0,10396.0,0.0,34.138684,-118.430095,-0.0320643957497,1417,741035.0,1,0,0,58.0,0,0,0,0
14488093,2.0,3.0,1472.0,Orange,0.0,2.0,3700.0,0.0,33.610581,-117.643477,0.0143038219153,320,118872.0,0,1,0,46.0,0,0,0,0
11915304,2.0,2.0,1196.0,Los Angeles,0.0,0.0,6138.0,0.0,34.095807,-118.094398,0.162257241206,4811,154347.0,1,0,0,99.0,0,0,0,0
14084021,3.0,4.0,2400.0,Orange,0.0,2.0,6000.0,1.0,33.752616,-118.024516,-0.0368704091659,996,498662.0,0,1,0,59.0,0,0,1,0
17241037,2.5,4.0,2271.0,Ventura,1.0,2.0,5275.0,0.0,34.283618,-118.674565,0.00436711736399,83,606000.0,0,0,1,22.0,0,0,1,0
11532383,2.0,3.0,1393.0,Los Angeles,0.0,0.0,4705.0,0.0,33.990618,-118.414467,-0.00226696463127,2755,81028.0,1,0,0,76.0,0,0,0,0
11286293,1.0,2.0,950.0,Los Angeles,0.0,0.0,9022.0,0.0,34.687977,-118.138159,0.0234934491261,9007,66019.0,1,0,0,71.0,0,0,0,0
14051166,2.5,4.0,1710.0,Orange,0.0,2.0,6180.0,0.0,33.671465,-117.979652,0.0103569328802,992,771473.0,0,1,0,50.0,0,0,1,0
14091238,1.0,2.0,900.0,Orange,0.0,0.0,9316.0,0.0,33.760797,-118.019913,0.0771092548696,999,715000.0,0,1,0,61.0,0,0,0,0
11319351,2.0,3.0,1148.0,Los Angeles,0.0,0.0,10974.0,0.0,34.652135,-118.239516,0.0111574573687,9012,153848.0,1,0,0,37.0,0,0,0,0
11212458,2.0,3.0,1281.0,Los Angeles,0.0,0.0,6843.0,0.0,34.567313,-118.025522,0.00848233225143,9107,205000.0,1,0,0,32.0,0,0,0,0
10906784,3.0,4.0,2794.0,Los Angeles,0.0,0.0,6451.0,1.0,34.156036,-118.409281,0.029954470389,1434,985500.0,1,0,0,45.0,0,0,1,0
12492433,1.0,3.0,1066.0,Los Angeles,0.0,0.0,6626.0,0.0,33.834426,-118.107196,-0.0015143363581999,5711,389610.0,1,0,0,72.0,0,0,0,0
12537052,1.0,2.0,784.0,Los Angeles,0.0,0.0,2850.0,0.0,33.762513,-118.138664,0.0509519127323,5774,543907.0,1,0,0,72.0,0,0,0,0
10930262,1.0,2.0,946.0,Los Angeles,0.0,0.0,6749.0,0.0,34.161122,-118.363561,0.118632295691,1255,499311.0,1,0,0,94.0,0,0,0,0
12147224,2.0,3.0,2206.0,Los Angeles,0.0,0.0,6495.0,0.0,34.1164,-118.015262,0.0045207873065699,4308,992041.0,1,0,0,72.0,0,0,0,0
12220041,1.0,2.0,844.0,Los Angeles,0.0,0.0,5199.0,0.0,33.939867,-118.260591,-0.0296394043324999,2408,182282.0,1,0,0,81.0,0,0,0,0
12664128,3.0,5.0,2556.0,Los Angeles,0.0,0.0,8457.0,0.0,33.835492,-118.380179,0.0566391577042,6213,173688.0,1,0,0,95.0,0,0,1,0
14000513,2.0,3.0,1373.0,Orange,1.0,2.0,7620.0,1.0,33.786771,-118.067561,-0.107561623873,1100,650849.0,0,1,0,61.0,0,0,0,0
14099741,2.5,4.0,2236.0,Orange,1.0,2.0,5689.0,0.0,33.796651,-118.02051,0.00944510689429,1100,122122.0,0,1,0,49.0,0,0,1,0
11736888,2.0,4.0,2007.0,Los Angeles,0.0,0.0,5200.0,0.0,34.039054,-118.355664,0.0192150539579,2184,690923.0,1,0,0,95.0,0,0,1,0
12805493,1.0,2.0,872.0,Los Angeles,0.0,0.0,4957.0,0.0,33.98171,-118.072837,0.00401523408791,5022,263134.0,1,0,0,71.0,0,0,0,0
11602304,2.0,3.0,2121.0,Los Angeles,0.0,0.0,7003.0,0.0,34.049722,-118.392496,-0.070955430487,2691,868039.0,1,0,0,80.0,0,0,0,0
11301053,2.0,3.0,1540.0,Los Angeles,0.0,0.0,6046.0,0.0,34.693638,-118.083916,-0.0107498303635,9006,136294.0,1,0,0,18.0,0,0,0,0
10997953,1.0,3.0,1326.0,Los Angeles,0.0,0.0,5721.0,0.0,34.25686,-118.304717,-0.0219308683025999,1034,313847.0,1,0,0,74.0,0,0,0,0
12840945,2.0,3.0,1742.0,Los Angeles,0.0,0.0,7264.0,1.0,34.045342,-117.94582,0.0969750779429999,4075,450000.0,1,0,0,64.0,0,0,0,0
12840475,1.0,2.0,928.0,Los Angeles,0.0,0.0,13360.0,0.0,34.049695,-117.936204,0.0554212418459,4075,241624.0,1,0,0,74.0,0,0,0,0
12310701,1.0,2.0,1392.0,Los Angeles,0.0,0.0,6371.0,0.0,33.947763,-118.189492,-0.0876482971481,5359,258426.0,1,0,0,80.0,0,0,0,0
11745686,1.0,3.0,1440.0,Los Angeles,0.0,0.0,5433.0,0.0,34.046041,-118.300836,0.0749280678502,2212,178841.0,1,0,0,117.0,0,0,0,0
11318178,3.0,3.0,2664.0,Los Angeles,0.0,0.0,7903.0,0.0,34.703556,-118.286631,0.0208797306204,9012,172946.0,1,0,0,16.0,0,0,0,0
11902132,2.0,4.0,1824.0,Los Angeles,0.0,0.0,5833.0,1.0,34.084146,-118.11199,-0.109498738961,4815,521062.0,1,0,0,74.0,0,0,1,0
12929647,2.0,4.0,1422.0,Los Angeles,0.0,0.0,6952.0,1.0,34.084173,-117.922484,0.0413548258401,4056,282832.0,1,0,0,69.0,0,0,1,0
10974210,2.0,4.0,1555.0,Los Angeles,0.0,0.0,7007.0,0.0,34.296633,-118.43423,-0.0232471276887,3201,212817.0,1,0,0,76.0,0,0,1,0
11751687,3.0,3.0,2612.0,Los Angeles,0.0,0.0,6711.0,0.0,34.056671,-118.338872,-0.0873290580982,2161,616705.0,1,0,0,86.0,0,0,0,0
12050297,1.0,2.0,1202.0,Los Angeles,0.0,0.0,6824.0,0.0,34.185644,-118.287098,-0.0501913479173,3014,68089.0,1,0,0,96.0,0,0,0,0
12606029,1.0,3.0,982.0,Los Angeles,0.0,0.0,5477.0,0.0,33.81504,-118.278046,-0.027596823999,5436,42615.0,1,0,0,70.0,0,0,0,0
11105001,2.0,3.0,982.0,Los Angeles,0.0,0.0,6060.0,1.0,34.418956,-118.468635,0.0311254231226,9200,366100.0,1,0,0,61.0,0,0,0,0
12783317,2.0,4.0,3052.0,Los Angeles,0.0,0.0,7000.0,0.0,33.986598,-118.039645,0.0159006201728999,5015,345184.0,1,0,0,102.0,0,0,1,0
13017836,1.0,3.0,1000.0,Los Angeles,0.0,0.0,5673.0,0.0,34.127257,-117.900324,0.0151692155669,4043,314000.0,1,0,0,69.0,0,0,0,0
10721741,1.0,3.0,1875.0,Los Angeles,0.0,0.0,8579.0,0.0,34.197152,-118.618588,-0.128159922696,1351,103823.0,1,0,0,68.0,0,0,0,0
13058261,3.0,3.0,1994.0,Los Angeles,0.0,0.0,15278.0,0.0,34.003678,-117.808347,0.0699498299268,4033,363445.0,1,0,0,36.0,0,0,0,0
12836455,2.0,3.0,1812.0,Los Angeles,0.0,0.0,14497.0,1.0,34.015908,-117.938936,-0.149611666116,4077,336442.0,1,0,0,60.0,0,0,0,0
13095223,2.0,3.0,1220.0,Los Angeles,0.0,0.0,6388.0,0.0,34.040808,-117.920867,-0.0345116354877,4079,61252.0,1,0,0,51.0,0,0,0,0
11438755,1.0,3.0,736.0,Los Angeles,0.0,0.0,5217.0,0.0,33.88073,-118.349163,0.0662610628647,6041,388348.0,1,0,0,78.0,0,0,0,0
11013793,2.0,3.0,1545.0,Los Angeles,0.0,0.0,16565.0,1.0,34.288768,-118.503926,0.012463579885,1066,449122.0,1,0,0,64.0,0,0,0,0
12534194,2.0,4.0,1794.0,Los Angeles,0.0,0.0,3366.0,0.0,33.784504,-118.141249,0.032337548818,5750,435122.0,1,0,0,74.0,0,0,1,0
12821786,3.0,4.0,2085.0,Los Angeles,0.0,0.0,8305.0,0.0,33.992797,-117.975914,0.00133233064095,4085,374367.0,1,0,0,59.0,0,0,1,0
11296663,3.0,3.0,2094.0,Los Angeles,0.0,0.0,6992.0,0.0,34.695983,-118.09588,-0.0156172136886,9006,153318.0,1,0,0,31.0,0,0,0,0
14260995,2.0,3.0,1231.0,Orange,0.0,2.0,6000.0,0.0,33.728766,-117.907081,-0.0720076508467,748,54077.0,0,1,0,62.0,0,0,0,0
14292572,1.0,2.0,884.0,Orange,0.0,1.0,8100.0,0.0,33.658595,-117.893043,-0.0150214075544,631,575220.0,0,1,0,70.0,0,0,0,0
10856923,5.0,4.0,3499.0,Los Angeles,0.0,0.0,6749.0,1.0,34.156869,-118.459459,0.0396273535689,1413,956840.0,1,0,0,32.0,1,0,1,0
11295641,2.0,4.0,1813.0,Los Angeles,0.0,0.0,7155.0,0.0,34.692439,-118.105909,-0.0181297400026,9006,143286.0,1,0,0,45.0,0,0,1,0
13093454,2.0,3.0,1582.0,Los Angeles,0.0,0.0,8047.0,0.0,34.043952,-117.909964,-0.0118924146579999,4080,69248.0,1,0,0,62.0,0,0,0,0
17198984,2.5,3.0,1803.0,Ventura,1.0,2.0,5224.0,0.0,34.271421,-118.893316,0.0532388415076,76,343434.0,0,0,1,37.0,0,0,0,0
12782320,2.0,3.0,2074.0,Los Angeles,0.0,0.0,7529.0,0.0,33.996321,-118.052436,0.0111285476986,5013,153602.0,1,0,0,80.0,0,0,0,0
10783081,4.0,4.0,2891.0,Los Angeles,0.0,0.0,5619.0,0.0,34.18094,-118.544445,-0.0249425698387999,1331,757831.0,1,0,0,15.0,1,0,1,0
14303315,2.0,3.0,1281.0,Orange,1.0,2.0,2720.0,0.0,33.703964,-117.782456,0.0207800484879,525,72445.0,0,1,0,45.0,0,0,0,0
12676081,1.0,3.0,1194.0,Los Angeles,0.0,0.0,5200.0,0.0,33.856163,-118.363427,-0.00320753213245,6505,593967.0,1,0,0,68.0,0,0,0,0
11819785,1.0,2.0,879.0,Los Angeles,0.0,0.0,5036.0,0.0,34.065147,-118.173674,-0.0989023445905,2017,42591.0,1,0,0,59.0,0,0,0,0
14474876,3.0,3.0,2298.0,Orange,0.0,2.0,8280.0,1.0,33.607391,-117.669203,-0.00229724270967,320,703000.0,0,1,0,54.0,0,0,0,0
14315320,2.5,3.0,2251.0,Orange,0.0,2.0,6450.0,1.0,33.615233,-117.851775,-0.0151418848556,626,216843.0,0,1,0,45.0,0,0,0,0
11972038,1.0,1.0,722.0,Los Angeles,0.0,0.0,5415.0,0.0,34.119079,-118.210889,-0.0281624097209,1862,142547.0,1,0,0,99.0,0,0,0,0
14074787,2.0,4.0,1996.0,Orange,1.0,2.0,11385.0,1.0,33.704741,-117.972235,0.0150051114458,992,569544.0,0,1,0,58.0,0,0,1,0
13893152,4.0,3.0,3348.0,Orange,0.0,2.0,11200.0,1.0,33.604231,-117.880492,-0.0465124482938,627,304361.0,0,1,0,64.0,1,0,0,0
12435912,1.0,3.0,1242.0,Los Angeles,0.0,0.0,5247.0,0.0,33.824082,-118.099839,-0.0371472573016,5738,66014.0,1,0,0,69.0,0,0,0,0
14230939,2.0,4.0,1615.0,Orange,0.0,1.0,6867.0,0.0,33.803261,-117.829768,0.0198475746927999,758,214208.0,0,1,0,63.0,0,0,1,0
11005356,2.0,3.0,1499.0,Los Angeles,0.0,0.0,7507.0,0.0,34.241468,-118.271079,0.237281320013,1013,68099.0,1,0,0,65.0,0,0,0,0
17112605,2.5,3.0,1604.0,Ventura,0.0,2.0,3645.0,0.0,34.250203,-119.172734,-0.0228036093916,50,443030.0,0,0,1,10.0,0,0,0,0
14287616,2.0,3.0,1554.0,Orange,0.0,2.0,5500.0,0.0,33.72025,-117.813139,0.00759580778451,525,120204.0,0,1,0,49.0,0,0,0,0
11032531,1.0,3.0,1212.0,Los Angeles,0.0,0.0,6799.0,0.0,34.223572,-118.44192,0.135803793561,1199,208168.0,1,0,0,73.0,0,0,0,0
14003964,2.0,3.0,1607.0,Orange,0.0,2.0,8840.0,0.0,33.781255,-117.996947,-0.0104720313666,881,189374.0,0,1,0,64.0,0,0,0,0
10926652,1.0,2.0,813.0,Los Angeles,0.0,0.0,6878.0,0.0,34.188086,-118.36581,-0.0442310583826999,1231,78016.0,1,0,0,80.0,0,0,0,0
14483261,3.0,4.0,2125.0,Orange,0.0,2.0,11200.0,0.0,33.639907,-117.559828,-0.0786594100917,320,399829.0,0,1,0,28.0,0,0,1,0
13073547,3.0,4.0,2303.0,Los Angeles,0.0,0.0,6995.0,0.0,33.994022,-117.792722,-0.0262360957223,4033,336248.0,1,0,0,37.0,0,0,1,0
10857232,2.0,3.0,1285.0,Los Angeles,0.0,0.0,6750.0,1.0,34.158151,-118.457923,0.0467133141174,1413,654305.0,1,0,0,82.0,0,0,0,0
10731423,3.0,4.0,2485.0,Los Angeles,0.0,0.0,16439.0,1.0,34.183251,-118.617734,-0.0243455508059,1351,417873.0,1,0,0,58.0,0,0,1,0
17142027,2.0,3.0,1281.0,Ventura,1.0,1.0,6566.0,0.0,34.226482,-119.001248,0.0347454882581,53,459400.0,0,0,1,41.0,0,0,0,0
11720783,1.0,2.0,1190.0,Los Angeles,0.0,0.0,5808.0,0.0,34.024117,-118.31882,0.418747029587,2190,26670.0,1,0,0,114.0,0,0,0,0
11002158,2.0,3.0,1924.0,Los Angeles,0.0,0.0,18574.0,0.0,34.263184,-118.289261,0.0573478143007,1011,633300.0,1,0,0,74.0,0,0,0,0
12320872,3.0,3.0,1891.0,Los Angeles,0.0,0.0,6241.0,0.0,33.936141,-118.168473,-0.0745204445193,5361,476200.0,1,0,0,74.0,0,0,0,0
12814569,2.0,3.0,1604.0,Los Angeles,0.0,0.0,7013.0,0.0,33.992742,-117.936373,-0.00671624498254,4086,337557.0,1,0,0,54.0,0,0,0,0
11658873,3.0,3.0,2644.0,Los Angeles,0.0,0.0,14965.0,0.0,34.069281,-118.477146,-0.2054096235269999,2623,246824.0,1,0,0,93.0,0,0,0,0
14118900,1.0,1.0,1061.0,Orange,0.0,1.0,5800.0,1.0,33.834785,-117.927243,0.214144546361,872,206365.0,0,1,0,75.0,0,0,0,0
14262761,1.5,3.0,1009.0,Orange,0.0,1.0,7488.0,0.0,33.722115,-117.8862,0.178981196272,741,45966.0,0,1,0,65.0,0,0,0,0
13953929,2.0,3.0,1170.0,Orange,0.0,2.0,10000.0,0.0,33.762166,-117.942517,-0.0705383950178,889,164698.0,0,1,0,64.0,0,0,0,0
14108343,1.5,4.0,1508.0,Orange,0.0,1.0,1334.0,0.0,33.816384,-118.051542,-0.0166641428432,1101,181084.0,0,1,0,57.0,0,0,1,0
14456415,2.5,3.0,1818.0,Orange,0.0,2.0,2727.0,0.0,33.549362,-117.632354,-0.0523875641846999,320,446696.0,0,1,0,20.0,0,0,0,0
12928958,2.0,4.0,1225.0,Los Angeles,0.0,0.0,7172.0,0.0,34.084894,-117.929035,-0.027178522976,4055,440000.0,1,0,0,67.0,0,0,1,0
17093954,2.5,4.0,1843.0,Ventura,1.0,2.0,6000.0,0.0,34.279604,-119.18415,-0.00494697408867,12,334497.0,0,0,1,47.0,0,0,1,0
14350053,3.0,3.0,2445.0,Orange,0.0,2.0,6496.0,0.0,33.727244,-117.747928,0.0182470855037999,524,566801.0,0,1,0,23.0,0,0,0,0
12255064,2.0,3.0,1753.0,Los Angeles,0.0,0.0,6251.0,0.0,33.880113,-118.286969,0.0216654718992999,2912,63941.0,1,0,0,92.0,0,0,0,0
12291204,1.0,2.0,788.0,Los Angeles,0.0,0.0,5130.0,0.0,33.906771,-118.19529,-0.0228654766234,5418,193906.0,1,0,0,74.0,0,0,0,0
12388970,1.0,2.0,818.0,Los Angeles,0.0,0.0,5674.0,1.0,33.976327,-118.107072,-0.0198017298129,5025,229370.0,1,0,0,72.0,0,0,0,0
14467644,3.0,4.0,2055.0,Orange,0.0,2.0,7200.0,1.0,33.592668,-117.598162,-0.0149566565541,320,751000.0,0,1,0,25.0,0,0,1,0
14057271,1.5,3.0,1100.0,Orange,0.0,0.0,770.0,0.0,33.675015,-117.950879,0.380355752077,992,288962.0,0,1,0,58.0,0,0,0,0
11061433,3.0,4.0,2426.0,Los Angeles,0.0,0.0,7500.0,0.0,34.230527,-118.49825,-0.0617688393625,1173,422079.0,1,0,0,44.0,0,0,1,0
12426688,2.0,3.0,1419.0,Los Angeles,0.0,0.0,5999.0,0.0,33.844213,-118.064493,0.00894923775699,5551,422077.0,1,0,0,60.0,0,0,0,0
11411108,2.0,3.0,1769.0,Los Angeles,0.0,0.0,8507.0,0.0,33.947701,-118.319327,-0.107916733226,6007,69746.0,1,0,0,75.0,0,0,0,0
10937080,1.0,3.0,1261.0,Los Angeles,0.0,0.0,6530.0,1.0,34.180216,-118.34687,0.160895879717,3110,238548.0,1,0,0,83.0,0,0,0,0
13981660,2.0,3.0,1296.0,Orange,1.0,2.0,6042.0,0.0,33.653332,-117.899235,0.0399536614387,632,340293.0,0,1,0,66.0,0,0,0,0
14058473,2.0,4.0,1912.0,Orange,0.0,2.0,6786.0,0.0,33.66202,-117.951318,0.0785984329219,992,376004.0,0,1,0,56.0,0,0,1,0
11222002,3.0,3.0,2080.0,Los Angeles,0.0,0.0,14023.0,0.0,34.499486,-117.889924,0.236408864455,9110,155982.0,1,0,0,50.0,0,0,0,0
13988531,1.5,3.0,1280.0,Orange,0.0,2.0,1300.0,0.0,33.82908,-117.973589,0.0622840293882,870,270564.0,0,1,0,50.0,0,0,0,0
17163047,4.0,4.0,4077.0,Ventura,1.0,1.0,14000.0,0.0,34.201421,-119.182271,0.084923536813,87,398398.0,0,0,1,110.0,1,0,1,0
11102745,2.0,4.0,1374.0,Los Angeles,0.0,0.0,10530.0,1.0,34.434491,-118.475539,0.02066534718,9200,184616.0,1,0,0,58.0,0,0,1,0
13924685,2.5,3.0,1538.0,Orange,0.0,2.0,3737.0,0.0,33.839193,-117.776377,0.113450141545,219,243256.0,0,1,0,37.0,0,0,0,0
14081891,2.5,3.0,1913.0,Orange,0.0,2.0,2125.0,1.0,33.729398,-118.056333,0.0119134777344,995,632193.0,0,1,0,44.0,0,0,0,0
11695472,1.0,1.0,900.0,Los Angeles,0.0,0.0,2979.0,0.0,33.992192,-118.30341,-0.0850506389889,2326,137258.0,1,0,0,101.0,0,0,0,0
12796407,1.0,5.0,1665.0,Los Angeles,0.0,0.0,6653.0,0.0,33.950116,-118.017684,0.0468402759418,5033,92660.0,1,0,0,70.0,0,0,1,0
13036194,2.0,3.0,1872.0,Los Angeles,0.0,0.0,7502.0,1.0,34.111337,-117.867427,-0.0121076205544,4039,332340.0,1,0,0,61.0,0,0,0,0
11324077,3.0,5.0,2544.0,Los Angeles,0.0,0.0,6111.0,0.0,34.566186,-118.169174,0.0442816582886999,9102,281739.0,1,0,0,16.0,0,0,1,0
17218498,2.0,3.0,1757.0,Ventura,1.0,2.0,10897.0,0.0,34.21945,-118.847103,0.00206727177292,75,654455.0,0,0,1,48.0,0,0,0,0
